"Id","LotFrontage","LotArea","LotShape","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","ExterQual","ExterCond","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","Fence","MoSold","YrSold","SalePrice","LotFrontage_2","LotArea_2","LotShape_2","OverallQual_2","OverallCond_2","YearBuilt_2","YearRemodAdd_2","MasVnrArea_2","ExterQual_2","ExterCond_2","BsmtQual_2","BsmtExposure_2","BsmtFinType1_2","BsmtFinSF1_2","BsmtUnfSF_2","TotalBsmtSF_2","HeatingQC_2","Electrical_2","X1stFlrSF_2","X2ndFlrSF_2","GrLivArea_2","BsmtFullBath_2","BsmtHalfBath_2","FullBath_2","HalfBath_2","BedroomAbvGr_2","KitchenQual_2","TotRmsAbvGrd_2","Fireplaces_2","FireplaceQu_2","GarageFinish_2","GarageCars_2","GarageArea_2","GarageQual_2","GarageCond_2","PavedDrive_2","WoodDeckSF_2","OpenPorchSF_2","Fence_2","MoSold_2","YrSold_2","LotFrontage_3","LotArea_3","LotShape_3","OverallQual_3","OverallCond_3","YearBuilt_3","YearRemodAdd_3","MasVnrArea_3","ExterQual_3","ExterCond_3","BsmtQual_3","BsmtExposure_3","BsmtFinType1_3","BsmtFinSF1_3","BsmtUnfSF_3","TotalBsmtSF_3","HeatingQC_3","Electrical_3","X1stFlrSF_3","X2ndFlrSF_3","GrLivArea_3","BsmtFullBath_3","FullBath_3","BedroomAbvGr_3","KitchenQual_3","TotRmsAbvGrd_3","Fireplaces_3","FireplaceQu_3","GarageFinish_3","GarageCars_3","GarageArea_3","GarageQual_3","GarageCond_3","WoodDeckSF_3","OpenPorchSF_3","Fence_3","MoSold_3","LotFrontage_log","LotArea_log","OverallQual_log","OverallCond_log","MasVnrArea_log","ExterCond_log","BsmtQual_log","BsmtExposure_log","BsmtFinType1_log","BsmtFinSF1_log","BsmtUnfSF_log","TotalBsmtSF_log","HeatingQC_log","Electrical_log","X1stFlrSF_log","X2ndFlrSF_log","GrLivArea_log","BedroomAbvGr_log","TotRmsAbvGrd_log","FireplaceQu_log","GarageArea_log","GarageQual_log","GarageCond_log","WoodDeckSF_log","OpenPorchSF_log","Fence_log","MoSold_log","MSSubClass_20","MSSubClass_60","MSSubClass_50","MSSubClass_120","MSZoning_RL","MSZoning_RM","Alley_NoAcc","LandContour_Lvl","LotConfig_Inside","LotConfig_Corner","LotConfig_CulDSac","Neighborhood_NAmes","Neighborhood_CollgCr","Neighborhood_OldTown","Neighborhood_Edwards","Neighborhood_Somerst","Neighborhood_Gilbert","Neighborhood_NridgHt","Neighborhood_Sawyer","Neighborhood_NWAmes","Condition1_Norm","Condition1_Feedr","BldgType_1Fam","BldgType_TwnhsE","HouseStyle_1Story","HouseStyle_2Story","HouseStyle_1.5Fin","RoofStyle_Gable","RoofStyle_Hip","Exterior1st_VinylSd","Exterior1st_HdBoard","Exterior1st_MetalSd","Exterior1st_Wd.Sdng","Exterior1st_Plywood","Exterior2nd_VinylSd","Exterior2nd_MetalSd","Exterior2nd_HdBoard","Exterior2nd_Wd.Sdng","Exterior2nd_Plywood","MasVnrType_None","MasVnrType_BrkFace","MasVnrType_Stone","Foundation_PConc","Foundation_CBlock","Foundation_BrkTil","CentralAir_Y","GarageType_Attchd","GarageType_Detchd","GarageType_BuiltIn","SaleType_WD","SaleType_New","SaleCondition_Normal","SaleCondition_Partial","SaleCondition_Abnorml","LotFrontage_missing_No"
343,70.0475,8544,1,3,4,1949,1950,340,3,3,5,5,7,0,0,4,2,1040,0,0,0,2,0,2,3,6,0,6,3,2,400,3,3,1,0,0,4,5,2006,87500,4906.65225625,72999936,1,9,16,3798601,3802500,115600,9,9,25,25,49,0,0,0,16,4,1081600,0,1081600,0,0,4,0,4,9,36,0,36,9,4,160000,9,9,1,0,0,16,25,4024036,343698.723919672,623711453184,1,27,64,7403473349,7414875000,39304000,27,27,125,125,343,0,0,0,64,8,1124864000,0,1124864000,0,8,8,27,216,0,216,27,8,6.4e+07,27,27,0,0,64,125,4.26334866743566,9.05310159554969,1.38629436111989,1.6094379124341,5.83188247728352,1.38629436111989,1.79175946922805,1.79175946922805,2.07944154167984,0,0,0,1.6094379124341,1.09861228866811,6.94793706861497,0,6.94793706861497,1.09861228866811,1.94591014905531,1.94591014905531,5.99396142730657,1.38629436111989,1.38629436111989,0,0,1.6094379124341,1.79175946922805,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
344,63,8849,2,9,5,2005,2005,616,1,3,1,4,1,28,1656,1,1,1684,0,0,0,2,0,2,1,6,1,1,2,2,564,3,3,1,495,72,4,7,2008,266000,3969,78304801,4,81,25,4020025,4020025,379456,1,9,1,16,1,784,2742336,2835856,1,1,2835856,0,2835856,0,0,4,0,4,1,36,1,1,4,4,318096,9,9,1,245025,5184,16,49,4032064,250047,692919184049,8,729,125,8060150125,8060150125,233744896,1,27,1,64,1,21952,4541308416,4775581504,1,1,4775581504,0,4775581504,0,8,8,1,216,1,1,8,8,179406144,27,27,121287375,373248,64,343,4.15888308335967,9.08817273800197,2.30258509299405,1.79175946922805,6.42486902390539,1.38629436111989,0.693147180559945,1.6094379124341,0.693147180559945,3.36729582998647,7.41276401742656,7.42952084278646,0.693147180559945,0.693147180559945,7.42952084278646,0,7.42952084278646,1.09861228866811,1.94591014905531,0.693147180559945,6.33682573114644,1.38629436111989,1.38629436111989,6.20657592672493,4.29045944114839,1.6094379124341,2.07944154167984,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
345,36,2592,1,5,3,1976,1976,0,3,3,2,4,4,129,175,3,1,536,576,0,0,1,1,3,3,4,0,6,3,1,336,3,3,1,182,0,4,4,2010,85000,1296,6718464,1,25,9,3904576,3904576,0,9,9,4,16,16,16641,30625,287296,9,1,287296,331776,1236544,0,0,1,1,9,9,16,0,36,9,1,112896,9,9,1,33124,0,16,16,4040100,46656,17414258688,1,125,27,7715442176,7715442176,0,27,27,8,64,64,2146689,5359375,153990656,27,1,153990656,191102976,1375036928,0,1,27,27,64,0,216,27,1,37933056,27,27,6028568,0,64,64,3.61091791264422,7.86057078553866,1.79175946922805,1.38629436111989,0,1.38629436111989,1.09861228866811,1.6094379124341,1.6094379124341,4.86753445045558,5.17048399503815,6.28599809450886,1.38629436111989,0.693147180559945,6.28599809450886,6.3578422665081,7.01481435127554,1.38629436111989,1.6094379124341,1.94591014905531,5.82008293035236,1.38629436111989,1.38629436111989,5.20948615284142,0,1.6094379124341,1.6094379124341,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1
346,65,6435,1,6,5,1939,1950,0,3,3,3,4,6,0,972,2,1,972,605,0,0,1,0,3,4,6,1,2,3,1,312,3,3,1,0,0,4,10,2006,140200,4225,41409225,1,36,25,3759721,3802500,0,9,9,9,16,36,0,944784,944784,4,1,944784,366025,2486929,0,0,1,0,9,16,36,1,4,9,1,97344,9,9,1,0,0,16,100,4024036,274625,266468362875,1,216,125,7290099019,7414875000,0,27,27,27,64,216,0,918330048,918330048,8,1,918330048,221445125,3921887033,0,1,27,64,216,1,8,27,1,30371328,27,27,0,0,64,1000,4.18965474202643,8.76966250811227,1.94591014905531,1.79175946922805,0,1.38629436111989,1.38629436111989,1.6094379124341,1.94591014905531,0,6.880384082186,6.880384082186,1.09861228866811,0.693147180559945,6.880384082186,6.40687998606931,7.36391350140582,1.38629436111989,1.94591014905531,1.09861228866811,5.74620319054015,1.38629436111989,1.38629436111989,0,0,1.6094379124341,2.39789527279837,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1
347,70.0475,12772,2,6,8,1960,1998,0,3,2,3,3,3,498,460,3,1,958,0,0,0,1,0,2,3,5,0,6,2,1,301,3,3,1,0,0,4,4,2007,151500,4906.65225625,163123984,4,36,64,3841600,3992004,0,9,4,9,9,9,248004,211600,917764,9,1,917764,0,917764,0,0,1,0,4,9,25,0,36,4,1,90601,9,9,1,0,0,16,16,4028049,343698.723919672,2083419523648,8,216,512,7529536000,7976023992,0,27,8,27,27,27,123505992,97336000,879217912,27,1,879217912,0,879217912,0,1,8,27,125,0,216,8,1,27270901,27,27,0,0,64,64,4.26334866743566,9.45508884704278,1.94591014905531,2.19722457733622,0,1.09861228866811,1.38629436111989,1.38629436111989,1.38629436111989,6.21260609575152,6.13339804299665,6.86589107488344,1.38629436111989,0.693147180559945,6.86589107488344,0,6.86589107488344,1.09861228866811,1.79175946922805,1.94591014905531,5.71042701737487,1.38629436111989,1.38629436111989,0,0,1.6094379124341,1.6094379124341,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
348,70.0475,17600,2,6,5,1960,1960,30,3,3,3,4,3,1270,208,1,2,1478,0,1,0,2,0,3,3,6,2,2,3,2,498,3,3,1,0,40,4,12,2009,157500,4906.65225625,309760000,4,36,25,3841600,3841600,900,9,9,9,16,9,1612900,43264,2184484,1,4,2184484,0,2184484,1,0,4,0,9,9,36,4,4,9,4,248004,9,9,1,0,1600,16,144,4036081,343698.723919672,5.451776e+12,8,216,125,7529536000,7529536000,27000,27,27,27,64,27,2048383000,8998912,3228667352,1,8,3228667352,0,3228667352,1,8,27,27,216,8,8,27,8,123505992,27,27,0,64000,64,1728,4.26334866743566,9.77571099759397,1.94591014905531,1.79175946922805,3.43398720448515,1.38629436111989,1.38629436111989,1.6094379124341,1.38629436111989,7.14755927118945,5.34233425196481,7.2991214627108,0.693147180559945,1.09861228866811,7.2991214627108,0,7.2991214627108,1.38629436111989,1.94591014905531,1.09861228866811,6.21260609575152,1.38629436111989,1.38629436111989,0,3.71357206670431,1.6094379124341,2.56494935746154,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
349,36,2448,1,7,5,2003,2004,106,2,3,2,4,1,573,191,1,1,764,862,1,0,2,1,2,2,6,0,6,2,2,474,3,3,1,0,27,4,10,2008,154000,1296,5992704,1,49,25,4012009,4016016,11236,4,9,4,16,1,328329,36481,583696,1,1,583696,743044,2643876,1,0,4,1,4,4,36,0,36,4,4,224676,9,9,1,0,729,16,100,4032064,46656,14670139392,1,343,125,8036054027,8048096064,1191016,8,27,8,64,1,188132517,6967871,445943744,1,1,445943744,640503928,4298942376,1,8,8,8,216,0,216,8,8,106496424,27,27,0,19683,64,1000,3.61091791264422,7.80343505695217,2.07944154167984,1.79175946922805,4.67282883446191,1.38629436111989,1.09861228866811,1.6094379124341,0.693147180559945,6.35262939631957,5.25749537202778,6.63987583382654,0.693147180559945,0.693147180559945,6.63987583382654,6.76041469108343,7.39449310721904,1.09861228866811,1.94591014905531,1.94591014905531,6.16331480403464,1.38629436111989,1.38629436111989,0,3.3322045101752,1.6094379124341,2.39789527279837,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
350,56,20431,3,9,5,2005,2006,870,1,3,1,4,1,1410,438,1,1,1848,880,1,0,2,1,4,1,10,2,1,1,3,706,3,3,1,0,0,4,4,2006,437154,3136,417425761,9,81,25,4020025,4024036,756900,1,9,1,16,1,1988100,191844,3415104,1,1,3415104,774400,7441984,1,0,4,1,16,1,100,4,1,1,9,498436,9,9,1,0,0,16,16,4024036,175616,8528425722991,27,729,125,8060150125,8072216216,658503000,1,27,1,64,1,2803221000,84027672,6311112192,1,1,6311112192,681472000,20301732352,1,8,64,1,1000,8,1,1,27,351895816,27,27,0,0,64,64,4.04305126783455,9.92485757827232,2.30258509299405,1.79175946922805,6.7696419768525,1.38629436111989,0.693147180559945,1.6094379124341,0.693147180559945,7.25205395185281,6.08449941307517,7.52240023138712,0.693147180559945,0.693147180559945,7.52240023138712,6.78105762593618,7.91169052070834,1.6094379124341,2.39789527279837,0.693147180559945,6.56103066589657,1.38629436111989,1.38629436111989,0,0,1.6094379124341,1.6094379124341,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1
351,68,7820,2,9,5,2007,2007,362,1,3,1,4,6,0,1869,1,1,1869,0,0,0,2,0,2,1,6,1,2,2,2,617,3,3,1,210,54,4,12,2007,318061,4624,61152400,4,81,25,4028049,4028049,131044,1,9,1,16,36,0,3493161,3493161,1,1,3493161,0,3493161,0,0,4,0,4,1,36,1,4,4,4,380689,9,9,1,44100,2916,16,144,4028049,314432,478211768000,8,729,125,8084294343,8084294343,47437928,1,27,1,64,216,0,6528717909,6528717909,1,1,6528717909,0,6528717909,0,8,8,1,216,1,8,8,8,234885113,27,27,9261000,157464,64,1728,4.23410650459726,8.96456770260161,2.30258509299405,1.79175946922805,5.89440283426485,1.38629436111989,0.693147180559945,1.6094379124341,1.94591014905531,0,7.53369370984863,7.53369370984863,0.693147180559945,0.693147180559945,7.53369370984863,0,7.53369370984863,1.09861228866811,1.94591014905531,1.09861228866811,6.42648845745769,1.38629436111989,1.38629436111989,5.35185813347607,4.00733318523247,1.6094379124341,2.56494935746154,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1
352,70.0475,5271,2,7,5,1986,1986,0,3,3,2,1,1,1082,371,2,1,1453,0,1,0,1,1,2,2,6,1,3,2,2,445,3,3,1,0,80,4,12,2006,190000,4906.65225625,27783441,4,49,25,3944196,3944196,0,9,9,4,1,1,1170724,137641,2111209,4,1,2111209,0,2111209,1,0,1,1,4,4,36,1,9,4,4,198025,9,9,1,0,6400,16,144,4024036,343698.723919672,146446517511,8,343,125,7833173256,7833173256,0,27,27,8,1,1,1266723368,51064811,3067586677,8,1,3067586677,0,3067586677,1,1,8,8,216,1,27,8,8,88121125,27,27,0,512000,64,1728,4.26334866743566,8.57016507618234,2.07944154167984,1.79175946922805,0,1.38629436111989,1.09861228866811,0.693147180559945,0.693147180559945,6.98749024700099,5.91889385427315,7.28207365809346,1.09861228866811,0.693147180559945,7.28207365809346,0,7.28207365809346,1.09861228866811,1.94591014905531,1.38629436111989,6.10031895202006,1.38629436111989,1.38629436111989,0,4.39444915467244,1.6094379124341,2.56494935746154,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
353,60,9084,1,5,6,1941,1950,0,3,3,3,3,5,236,0,3,1,616,495,0,1,1,0,3,3,5,0,6,3,1,200,3,4,1,48,0,4,3,2008,95000,3600,82519056,1,25,36,3767481,3802500,0,9,9,9,9,25,55696,0,379456,9,1,379456,245025,1234321,0,1,1,0,9,9,25,0,36,9,1,40000,9,16,1,2304,0,16,9,4032064,216000,749603104704,1,125,216,7312680621,7414875000,0,27,27,27,27,125,13144256,0,233744896,27,1,233744896,121287375,1371330631,0,1,27,27,125,0,216,27,1,8e+06,27,64,110592,0,64,27,4.11087386417331,9.11437998083027,1.79175946922805,1.94591014905531,0,1.38629436111989,1.38629436111989,1.38629436111989,1.79175946922805,5.46806014113513,0,6.42486902390539,1.38629436111989,0.693147180559945,6.42486902390539,6.20657592672493,7.01391547481053,1.38629436111989,1.79175946922805,1.94591014905531,5.30330490805908,1.38629436111989,1.6094379124341,3.89182029811063,0,1.6094379124341,1.38629436111989,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
354,60,8520,1,6,8,1928,2003,0,3,2,3,4,6,0,624,2,1,720,0,0,0,1,0,2,3,5,0,6,3,2,484,3,3,1,106,0,4,5,2010,105900,3600,72590400,1,36,64,3717184,4012009,0,9,4,9,16,36,0,389376,389376,4,1,518400,0,518400,0,0,1,0,4,9,25,0,36,9,4,234256,9,9,1,11236,0,16,25,4040100,216000,618470208000,1,216,512,7166730752,8036054027,0,27,8,27,64,216,0,242970624,242970624,8,1,373248000,0,373248000,0,1,8,27,125,0,216,27,8,113379904,27,27,1191016,0,64,125,4.11087386417331,9.05028898382796,1.94591014905531,2.19722457733622,0,1.09861228866811,1.38629436111989,1.6094379124341,1.94591014905531,0,6.4377516497364,6.4377516497364,1.09861228866811,0.693147180559945,6.58063913728495,0,6.58063913728495,1.09861228866811,1.79175946922805,1.94591014905531,6.18414889093748,1.38629436111989,1.38629436111989,4.67282883446191,0,1.6094379124341,1.79175946922805,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1
355,60,8400,1,6,5,1940,2000,0,3,3,3,4,5,388,552,1,1,1192,403,0,0,1,0,2,3,6,2,2,3,1,240,3,3,1,0,0,4,6,2006,140000,3600,70560000,1,36,25,3763600,4e+06,0,9,9,9,16,25,150544,304704,883600,1,1,1420864,162409,2544025,0,0,1,0,4,9,36,4,4,9,1,57600,9,9,1,0,0,16,36,4024036,216000,5.92704e+11,1,216,125,7301384000,8e+09,0,27,27,27,64,125,58411072,168196608,830584000,1,1,1693669888,65450827,4057719875,0,1,8,27,216,8,8,27,1,13824000,27,27,0,0,64,216,4.11087386417331,9.03610602536485,1.94591014905531,1.79175946922805,0,1.38629436111989,1.38629436111989,1.6094379124341,1.79175946922805,5.96357934361845,6.31535800152233,6.84694313958538,0.693147180559945,0.693147180559945,7.08422642209792,6.00141487796115,7.37525577800975,1.09861228866811,1.94591014905531,1.09861228866811,5.48479693349065,1.38629436111989,1.38629436111989,0,0,1.6094379124341,1.94591014905531,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1
356,105,11249,3,6,5,1995,1995,0,2,2,2,4,2,334,322,1,1,1200,0,1,0,2,0,3,2,6,0,6,2,2,521,3,3,1,0,26,4,8,2007,177500,11025,126540001,9,36,25,3980025,3980025,0,4,4,4,16,4,111556,103684,1440000,1,1,1440000,0,1440000,1,0,4,0,9,4,36,0,36,4,4,271441,9,9,1,0,676,16,64,4028049,1157625,1423448471249,27,216,125,7940149875,7940149875,0,8,8,8,64,8,37259704,33386248,1.728e+09,1,1,1.728e+09,0,1.728e+09,1,8,27,8,216,0,216,8,8,141420761,27,27,0,17576,64,512,4.66343909411207,9.32812340763257,1.94591014905531,1.79175946922805,0,1.09861228866811,1.09861228866811,1.6094379124341,1.09861228866811,5.81413053182507,5.77765232322266,7.09090982207998,0.693147180559945,0.693147180559945,7.09090982207998,0,7.09090982207998,1.38629436111989,1.94591014905531,1.94591014905531,6.25766758788264,1.38629436111989,1.38629436111989,0,3.29583686600433,1.6094379124341,2.19722457733622,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
357,70.0475,9248,2,6,6,1992,1992,106,3,3,2,4,1,560,598,2,1,1167,0,1,0,2,0,3,2,6,0,6,2,2,400,3,3,1,120,26,4,7,2009,173000,4906.65225625,85525504,4,36,36,3968064,3968064,11236,9,9,4,16,1,313600,357604,1340964,4,1,1361889,0,1361889,1,0,4,0,9,4,36,0,36,4,4,160000,9,9,1,14400,676,16,49,4036081,343698.723919672,790939860992,8,216,216,7904383488,7904383488,1191016,27,27,8,64,1,175616000,213847192,1552836312,8,1,1589324463,0,1589324463,1,8,27,8,216,0,216,8,8,6.4e+07,27,27,1728000,17576,64,343,4.26334866743566,9.13227071655426,1.94591014905531,1.94591014905531,4.67282883446191,1.38629436111989,1.09861228866811,1.6094379124341,0.693147180559945,6.3297209055227,6.39526159811545,7.05531284333975,1.09861228866811,0.693147180559945,7.06304816338817,0,7.06304816338817,1.38629436111989,1.94591014905531,1.94591014905531,5.99396142730657,1.38629436111989,1.38629436111989,4.79579054559674,3.29583686600433,1.6094379124341,2.07944154167984,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
358,44,4224,1,5,5,1976,1976,0,3,3,2,4,2,874,268,3,1,1142,0,1,0,1,1,3,3,6,1,5,1,2,528,3,3,1,536,90,2,8,2007,134000,1936,17842176,1,25,25,3904576,3904576,0,9,9,4,16,4,763876,71824,1304164,9,1,1304164,0,1304164,1,0,1,1,9,9,36,1,25,1,4,278784,9,9,1,287296,8100,4,64,4028049,85184,75365351424,1,125,125,7715442176,7715442176,0,27,27,8,64,8,667627624,19248832,1489355288,27,1,1489355288,0,1489355288,1,1,27,27,216,1,125,1,8,147197952,27,27,153990656,729000,8,512,3.80666248977032,8.34877453979127,1.79175946922805,1.79175946922805,0,1.38629436111989,1.09861228866811,1.6094379124341,1.09861228866811,6.77422388635761,5.59471137960184,7.04141166379481,1.38629436111989,0.693147180559945,7.04141166379481,0,7.04141166379481,1.38629436111989,1.94591014905531,1.79175946922805,6.2709884318583,1.38629436111989,1.38629436111989,6.28599809450886,4.51085950651685,1.09861228866811,2.19722457733622,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
359,92,6930,2,5,4,1958,1958,120,3,3,3,2,3,300,468,1,3,1352,0,0,1,1,0,3,2,6,0,6,3,1,288,3,3,1,168,0,4,7,2006,130000,8464,48024900,4,25,16,3833764,3833764,14400,9,9,9,4,9,90000,219024,1127844,1,9,1827904,0,1827904,0,1,1,0,9,4,36,0,36,9,1,82944,9,9,1,28224,0,16,49,4024036,778688,332812557000,8,125,64,7506509912,7506509912,1728000,27,27,27,8,27,2.7e+07,102503232,1197770328,1,27,2471326208,0,2471326208,0,1,27,8,216,0,216,27,1,23887872,27,27,4741632,0,64,343,4.53259949315326,8.84375938191798,1.79175946922805,1.6094379124341,4.79579054559674,1.38629436111989,1.38629436111989,1.09861228866811,1.38629436111989,5.70711026474888,6.15060276844628,6.96885037834195,0.693147180559945,1.38629436111989,7.21007962817079,0,7.21007962817079,1.38629436111989,1.94591014905531,1.94591014905531,5.66642668811243,1.38629436111989,1.38629436111989,5.12989871492307,0,1.6094379124341,2.07944154167984,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1
360,78,12011,2,8,5,1998,1998,530,2,3,2,2,1,956,130,1,1,1086,838,1,0,2,1,3,2,7,1,3,2,2,592,3,3,1,208,75,4,6,2006,280000,6084,144264121,4,64,25,3992004,3992004,280900,4,9,4,4,1,913936,16900,1179396,1,1,1179396,702244,3701776,1,0,4,1,9,4,49,1,9,4,4,350464,9,9,1,43264,5625,16,36,4024036,474552,1732756357331,8,512,125,7976023992,7976023992,148877000,8,27,8,8,1,873722816,2197000,1280824056,1,1,1280824056,588480472,7122217024,1,8,27,8,343,1,27,8,8,207474688,27,27,8998912,421875,64,216,4.36944785246702,9.39366142910322,2.19722457733622,1.79175946922805,6.27476202124194,1.38629436111989,1.09861228866811,1.09861228866811,0.693147180559945,6.86380339145295,4.87519732320115,6.99117688712121,0.693147180559945,0.693147180559945,6.99117688712121,6.73221070646721,7.56268124672188,1.38629436111989,2.07944154167984,1.38629436111989,6.38519439899773,1.38629436111989,1.38629436111989,5.34233425196481,4.33073334028633,1.6094379124341,1.94591014905531,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
361,70.0475,7540,2,6,6,1978,1978,0,3,3,2,2,1,773,115,1,1,912,0,1,0,1,0,2,3,5,1,3,2,2,470,3,3,1,0,0,2,6,2007,156000,4906.65225625,56851600,4,36,36,3912484,3912484,0,9,9,4,4,1,597529,13225,788544,1,1,831744,0,831744,1,0,1,0,4,9,25,1,9,4,4,220900,9,9,1,0,0,4,36,4028049,343698.723919672,428661064000,8,216,216,7738893352,7738893352,0,27,27,8,8,1,461889917,1520875,700227072,1,1,758550528,0,758550528,1,1,8,27,125,1,27,8,8,103823000,27,27,0,0,8,216,4.26334866743566,8.92811007820265,1.94591014905531,1.94591014905531,0,1.38629436111989,1.09861228866811,1.09861228866811,0.693147180559945,6.65157187358973,4.75359019110636,6.7900972355139,0.693147180559945,0.693147180559945,6.81673588059497,0,6.81673588059497,1.09861228866811,1.79175946922805,1.38629436111989,6.15485809401642,1.38629436111989,1.38629436111989,0,0,1.09861228866811,1.94591014905531,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
362,70.0475,9144,1,5,5,1940,1982,0,3,3,3,4,4,399,484,2,1,988,517,1,0,1,0,3,3,8,0,6,3,1,240,3,3,3,0,0,4,7,2008,145000,4906.65225625,83612736,1,25,25,3763600,3928324,0,9,9,9,16,16,159201,234256,779689,4,1,976144,267289,2265025,1,0,1,0,9,9,64,0,36,9,1,57600,9,9,9,0,0,16,49,4032064,343698.723919672,764554857984,1,125,125,7301384000,7785938168,0,27,27,27,64,64,63521199,113379904,688465387,8,1,964430272,138188413,3408862625,1,1,27,27,512,0,216,27,1,13824000,27,27,0,0,64,343,4.26334866743566,9.12096256082497,1.79175946922805,1.79175946922805,0,1.38629436111989,1.38629436111989,1.6094379124341,1.6094379124341,5.99146454710798,6.18414889093748,6.78445706263764,1.09861228866811,0.693147180559945,6.89669433162271,6.24997524225948,7.31721240835984,1.38629436111989,2.19722457733622,1.94591014905531,5.48479693349065,1.38629436111989,1.38629436111989,0,0,1.6094379124341,2.07944154167984,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
